,CUSTOMER_ID,CUSTOMER_NAME,SSN,AGE,CUSTOMER_EDUCATION_LEVEL,ADDRESS_LINE1,ADDRESS_LINE2,CITY,POSTAL_CODE,MARITAL_STATUS,NO_OF_FAMILY_MEMBERS,EMPLOYMENT_STATUS,HOUSE_TYPE
224,A00007386,Jennifer Zimmerman,125-59-8446,32,Bachelor,111 20th Street,,Mexico Beach,32456,Y,4,Y,Own
225,A00003800,Thomas Hickson,593-56-3766,50,High School,1261 Steamboat Drive,#3,Fayetteville,72704,Y,4,Y,Own
226,A00008730,Mildred Stone,704-84-4028,41,Masters,535 Saddlewood Lane,,Montgomery,36109,Y,6,Y,Own
227,A00006834,Bryan Barbour,475-19-0005,62,High School,5302 1st Street Northwest,,Washington,20011,Y,3,N,Rent
228,A00003354,Andree Williams,131-44-8658,43,College,2068 Happy Lane,,Crofton,21114,Y,6,Y,Mortgage
229,A00009382,Anita Granado,704-55-9141,32,MD,809 Blue Ridge Drive,,Edmond,73003,Y,6,Y,Mortgage
230,A00003257,Marie Collins,635-58-5527,31,High School,190 Church Street,,Burlington,5401,Y,3,Y,Own
231,A00000848,Hazel Ferris,635-44-0547,50,PhD,1254 Muldoon Road,,Anchorage,99504,N,2,Y,Mortgage
232,A00008547,Randi Dinsmoor,563-41-0141,45,MD,2316 Northwest 113th Street,,Oklahoma City,73120,N,4,Y,Rent
233,A00001399,Darrel Ralph,176-06-3040,37,PhD,25 Cliffside Drive,D,Manchester,6042,N,6,Y,Mortgage
234,A00007605,Walter Daughtry,711-81-1226,36,Masters,17433 Teklanika Drive,,Anchorage,99577,N,2,Y,Mortgage
235,A00007591,Robert Sim,105-40-1133,60,High School,3104 Southwest 46th Street,,Oklahoma City,73119,Y,7,Y,Mortgage
236,A00000787,Kevin Haggerty,212-87-2905,28,High School,1838 North Scull Creek Drive,,Fayetteville,72703,N,4,Y,Mortgage
237,A00000912,Thomas Lelacheur,320-83-4541,46,High School,11160 Vosikof Place,,Anchorage,99507,Y,5,Y,Own
238,A00007889,Alisha Peterson,338-05-3092,61,Bachelor,9903 West 53rd Place,,Arvada,80002,N,5,Y,Mortgage
239,A00005063,Julie Moore,139-33-8920,36,College,22207 Quinterno Court,,Cupertino,95014,Y,5,Y,Rent
240,A00009842,Jason Cearns,562-52-6620,43,MD,10124 Watsonville Road,,Louisville,40272,N,5,N,Mortgage
241,A00001073,Jeffrey Arnold,425-56-8195,28,Bachelor,10332 Thuja Circle,,Anchorage,99507,Y,6,Y,Mortgage
242,A00005542,Sarah Clermont,094-75-4125,37,College,22 South Duncan Avenue,#420,Fayetteville,72701,Y,6,Y,Rent
243,A00007877,John Knapp,093-37-7984,53,Bachelor,4016 Doane Street,,Fremont,94538,Y,2,Y,Mortgage
244,A00006667,Robert Valasquez,125-44-0746,63,Bachelor,10927 West 59th Avenue,,Arvada,80004,Y,5,Y,Mortgage
245,A00009896,Viviana Cole,823-63-6516,55,Masters,4513 Beth Manor Drive,,Montgomery,36109,Y,4,Y,Mortgage
246,A00004413,Latonya Combs,843-60-1813,54,Bachelor,38252 Farwell Drive,,Fremont,94536,N,7,Y,Rent
247,A00004506,Dale Miller,372-74-7515,26,Bachelor,3300 Crystal Road,,Montgomery,36110,Y,6,Y,Mortgage
248,A00004564,Delma Mallett,180-98-5958,62,High School,2063 Notchbrook Road,,Stowe,5672,Y,3,Y,Rent
249,A00005816,Jennifer Macdonald,776-68-6774,45,Bachelor,152 Teddy Drive,,Union City,94587,Y,7,Y,Mortgage
250,A00008005,Joan Potts,734-68-6068,59,Bachelor,100 Lake Forest Drive,,Montgomery,36117,Y,3,Y,Mortgage
251,A00004325,Alice Vigue,326-24-7077,35,Bachelor,82 East Foster Street,#2,Melrose,2176,N,5,Y,Mortgage
252,A00007699,Steve Smith,254-48-6560,28,Bachelor,190 Church Street,,Burlington,5401,N,6,Y,Rent
253,A00004524,Rogelio Joseph,526-03-0695,50,PhD,1930 Churchview Court,,Millersville,21108,Y,4,Y,Rent
254,A00006293,Joseph White,895-70-6316,29,High School,1309 Columbia Road Northwest,,Washington,20009,Y,5,Y,Rent
255,A00004252,Leroy Huling,691-55-2667,47,MD,6328 West Brown Street,,Glendale,85302,Y,3,Y,Rent
256,A00003797,Annabelle Krouse,160-06-5897,38,,5631 West Colter Street,#2129,Glendale,85301,Y,3,N,Mortgage
257,A00003072,Tommy Young,334-02-5555,33,,7717 Everett Street,,Arvada,80005,Y,2,Y,Own
258,A00002757,Daniel Stephen,379-44-3275,57,Bachelor,1629 South Razorback Road,#108,Fayetteville,72701,Y,2,Y,Mortgage
259,A00004422,Jill Alonzo,198-25-7145,25,High School,2400 Easy Street,,San Leandro,94578,Y,3,Y,Rent
260,A00002818,Timothy Williamson,846-13-6037,39,High School,2315 Kimberly Drive,,Nashville,37214,N,7,N,Own
261,A00004769,Kari Pritt,355-26-1679,34,High School,39247 Sundale Drive,,Fremont,94538,Y,2,Y,Rent
262,A00008702,Pedro Brown,097-59-3054,31,MD,809 Blue Ridge Drive,,Edmond,73003,Y,6,Y,Mortgage
263,A00002353,Jerrod Robidoux,451-34-4277,33,Bachelor,1606 Trevilian Way,,Louisville,40205,Y,5,Y,Own
264,A00009319,Richard Love,828-96-2792,52,High School,3377 Sandstone Court,,Pleasanton,94588,Y,7,Y,Own
265,A00004971,Ryan Perez,404-50-1354,36,College,802 Virginia Avenue,,Lynn Haven,32444,Y,5,Y,Mortgage
266,A00005752,Marion Smith,528-62-5761,36,High School,4506 Eads Place Northeast,,Washington,20019,N,2,Y,Rent
267,A00002527,Lorena Ramirez,765-76-3333,52,High School,3323 Summerhill Drive,,Fayetteville,72703,Y,4,Y,Rent
268,A00000970,Anna Jordan,482-60-5250,48,High School,332 Concord Avenue,,Cambridge,2138,Y,2,Y,Mortgage
269,A00001896,Margaret Reid,166-29-9883,63,High School,1456 North Coghill Drive,#106,Fayetteville,72704,Y,5,Y,Rent
270,A00009828,William Archibald,849-97-4245,49,Bachelor,565 Amber Isle,,Alameda,94501,Y,7,N,Rent
271,A00000412,Ethel Forti,092-62-1896,26,High School,2622 Martin Luther King Junior Boulevard,,Fayetteville,72704,Y,7,Y,Rent
272,A00000295,Jeffrey Walters,023-59-9167,62,PhD,6120 Southeast 84th Street,,Oklahoma City,73135,N,6,Y,Mortgage
273,A00008093,Griselda Blackman,699-35-4813,62,Bachelor,7450 Wade Circle,,Anchorage,99518,Y,3,Y,Rent
274,A00003541,Dale Goss,172-45-1024,45,Bachelor,2508 Grant Avenue,,Panama City,32405,Y,7,Y,Mortgage
275,A00001678,Micheal Houston,890-43-1201,27,High School,2411 Alteras Drive,,Nashville,37211,Y,4,Y,Mortgage
276,A00008295,Christopher Vollmer,570-81-9012,46,High School,32 Royal Drive,,Louisville,40214,Y,2,Y,Own
277,A00002775,Eugenia Burnett,239-29-6967,56,High School,4700 10th Street Northeast,,Washington,20017,Y,7,Y,Mortgage
278,A00001166,Ruth Harris,571-26-7110,27,Bachelor,5116 Emmanuel Avenue,,Anchorage,99508,Y,4,Y,Rent
279,A00003617,Walter Yoes,805-07-0730,49,College,1208 Lindenwood Drive,,Panama City,32405,N,3,N,Own
280,A00005861,William Farnsworth,136-46-4352,64,High School,46 Deslauriers Street,,Chicopee,1020,N,5,Y,Rent
281,A00004948,Darrell Vang,381-81-0026,40,,3604 West Market Street,,Louisville,40212,Y,2,Y,Own
282,A00004975,Mitchell Schultz,321-79-6627,56,,9302 West 58th Avenue,,Arvada,80002,Y,5,Y,Own
283,A00002933,Andrea Rivera,006-28-7382,63,MD,307 Joel Street,,Pooler,31322,Y,6,Y,Rent
284,A00002781,Stanley Harman,564-76-3320,54,High School,1311 Elm Hill Pike,,Nashville,37210,Y,5,Y,Rent
285,A00003981,Shantel Gray,283-22-6098,29,Masters,1811 1st Street Northwest,,Washington,20001,Y,5,Y,Own
286,A00007633,Garry Morreale,758-35-9736,25,Bachelor,1001 Northwest 104th Street,,Oklahoma City,73114,Y,4,Y,Mortgage
287,A00003395,Mary Plummer,761-65-5201,52,Bachelor,4231 Miramonte Way,,Union City,94587,Y,3,Y,Rent
288,A00008184,Richard Richmond,776-10-8052,54,Bachelor,505 Tarpon Street,,Panama City Beach,32413,N,2,Y,Mortgage
289,A00005321,Arlene Ortega,490-49-9256,60,Bachelor,514 Flower Lane,,Alameda,94502,Y,3,Y,Rent
290,A00004662,Nadine Harris,467-17-6470,36,Bachelor,42 Lake Lane,,Westmore,5860,N,3,Y,Mortgage
291,A00008498,Michael Marks,015-13-5294,36,High School,534 Turpin Street,#APT 000001,Anchorage,99504,Y,5,Y,Mortgage
292,A00007785,Geraldine Luck,643-68-2305,36,PhD,119 Redwood Road,,Manchester,6040,Y,2,Y,Rent
293,A00005768,Delphine Ellison,061-88-6844,44,Masters,1030 Shawnee Street,#D-6,Savannah,31419,Y,5,N,Mortgage
294,A00004423,Vickie Lopez,014-14-2528,64,High School,2894 Music Avenue,,Grand Junction,81506,Y,7,Y,Mortgage
295,A00005109,Arthur Herman,203-46-6332,43,MD,8427 West Glendale Avenue,#202,Glendale,85305,Y,3,Y,Own
296,A00006321,Karen Gorman,582-29-7931,61,High School,14300 Leesa Lane,,Edmond,73013,Y,4,Y,Rent
297,A00007548,Jeannie Perez,669-77-0974,51,Bachelor,110 Lenoak Drive,,Louisville,40214,Y,4,Y,Mortgage
298,A00007255,Russell Stclair,850-82-9520,51,Bachelor,7 Vantine Avenue,,Alburgh,5440,Y,6,N,Rent
299,A00004346,Gabriel Vangieson,714-73-5400,59,College,2928 Avon Road,,Panama City,32405,N,6,Y,Mortgage
300,A00007689,Tony Mclennan,673-59-1531,62,PhD,6518 Dolphin Court,,Glen Burnie,21061,Y,6,Y,Own
301,A00006433,Brianna Luna,511-43-7085,43,High School,3604 Ridgehaven Drive,,Midwest City,73110,Y,3,Y,Own
302,A00004452,Bobbie Wampler,128-97-6466,31,High School,1400 Rosa L Parks Boulevard,#305,Nashville,37208,Y,2,Y,Rent
303,A00000358,Graham Skinner,003-64-0387,62,High School,3328 Sunny Meadows Court,,Birmingham,35242,Y,7,Y,Own
304,A00006175,Rebecca Ramirez,342-59-6947,30,Masters,6740 West Montebello Avenue,#3B,Glendale,85303,Y,7,Y,Own
305,A00005032,Kristy Bradford,707-57-2977,28,Bachelor,3522 Whiting Avenue,,Montgomery,36105,Y,7,N,Own
306,A00001617,Jennifer Walsh,778-38-2735,37,Bachelor,3504 East 16th Avenue,,Anchorage,99508,Y,6,Y,Own
307,A00009631,Imelda Hollen,483-40-0320,37,Bachelor,16412 Eastwood Cut Off Road,,Louisville,40245,Y,5,Y,Own
308,A00000282,Nathan Yusef,880-47-3295,54,High School,6505 South Lagoon Drive,,Panama City Beach,32408,N,5,N,Rent
309,A00009043,Jeanette Bickford,591-79-4495,28,High School,700 Winston Place,,Anchorage,99504,Y,7,Y,Own
310,A00006472,Gina Butler,689-71-7015,36,Bachelor,1720 Quacco Road,A,Pooler,31322,N,2,Y,Rent
311,A00000530,Dorothy Henson,403-91-3486,39,High School,5813 Hammermill Loop,,Montgomery,36116,Y,6,Y,Rent
312,A00003041,Robert Williams,360-50-0517,46,College,6740 Van Gordon Street,,Arvada,80004,Y,3,Y,Own
313,A00000557,Arthur Noman,876-02-0597,59,High School,66 Pine Street,,Manchester,6040,N,6,Y,Rent
314,A00006886,Kurt Barker,639-43-8963,38,PhD,21007 North 53rd Avenue,,Glendale,85308,Y,5,Y,Own
315,A00002050,Helen Brooks,450-86-7681,41,High School,5434 West Beck Lane,,Glendale,85306,Y,6,N,Own
316,A00001251,Lou Preston,106-61-2305,42,Bachelor,605 Main Street,,Watertown,2472,Y,7,Y,Mortgage
317,A00004584,Thomas Conlisk,251-01-1239,50,MD,1632 North Lunsford Avenue,,Fayetteville,72701,Y,4,Y,Own
318,A00009111,Gerard Duncan,401-71-7096,38,College,159 North Pawlet Road,,Pawlet,5761,Y,6,N,Own
319,A00005461,Charlene Schnitker,741-74-1659,62,Masters,2961 Vinson Road,,Montgomery,36110,Y,3,N,Mortgage
320,A00002955,Lillian Carraway,490-23-9174,46,Bachelor,600 Marshall Street,#125,Louisville,40202,N,4,Y,Mortgage
321,A00001742,Sean Jackson,112-37-2045,61,High School,1405 Tolkien Drive,,Conway,72034,N,5,Y,Rent
322,A00000952,Cherie Regalado,293-05-1493,57,Bachelor,2507 R Street Southeast,,Washington,20020,Y,7,Y,Own
323,A00002637,Seth Keisler,337-48-1222,56,PhD,5792 Owl Hill Avenue,,Santa Rosa,95409,Y,6,Y,Own
324,A00007698,Shawn Mency,277-60-5077,51,Bachelor,9515 West 74th Avenue,,Arvada,80005,Y,2,Y,Mortgage
325,A00004621,George Harris,078-22-8152,55,MD,5156 South Dakota Avenue Northeast,,Washington,20017,N,4,Y,Own
326,A00003346,Jeffrey Gutshall,729-83-1513,44,College,7350 West Wedington Drive,,Fayetteville,72704,Y,7,Y,Own
327,A00000444,Thomas Cagle,601-47-9979,26,Bachelor,1995 Nolensville Pike,,Nashville,37211,Y,5,Y,Rent
328,A00009658,David Peterson,131-97-1818,60,College,5792 Owl Hill Avenue,,Santa Rosa,95409,Y,6,Y,Own
329,A00006222,Cindy Sartin,272-84-1023,31,Bachelor,4296 North Blossom Court,,Fayetteville,72703,N,7,Y,Rent
330,A00008673,Marilyn Henry,401-04-3265,57,MD,12 Fletcher Lane,,Shelburne,5482,Y,7,Y,Mortgage
331,A00003179,Lena Daly,835-14-5918,61,Bachelor,233 Ingraham Street Northwest,,Washington,20011,N,2,Y,Mortgage
332,A00001907,Susan Scontras,865-42-1727,41,Bachelor,514 East 38th Street,,Savannah,31401,Y,4,Y,Mortgage
333,A00007937,Larry Labarge,409-84-5009,51,College,13213 Spanish Moss Road,,Savannah,31419,Y,3,Y,Rent
334,A00000439,Donna Cain,511-87-3703,62,Bachelor,12 Netherclift Way,,Savannah,31411,N,2,Y,Rent
335,A00002730,Willie Murphy,045-15-9160,33,Bachelor,6604 Northwest 130th Street,,Oklahoma City,73142,Y,5,Y,Rent
336,A00007208,Richard Makhija,492-94-0743,64,High School,8043 Cranberry Street,#APT 000001,Anchorage,99502,Y,6,Y,Mortgage
337,A00003231,Timothy Cuff,290-73-3035,42,Bachelor,7090 West 64th Avenue,,Arvada,80003,Y,2,N,Own
338,A00008540,Kevin Ratliff,515-54-5032,63,Bachelor,53 Greenwood Avenue,#1,Wakefield,1880,Y,6,Y,Mortgage
339,A00006198,Bettie Cook,208-80-3830,52,Masters,1629 South Razorback Road,#108,Fayetteville,72701,Y,7,Y,Mortgage
340,A00004574,Teresa Montondo,813-10-0690,52,MD,9009 West Nicolet Avenue,,Glendale,85305,N,2,Y,Rent
341,A00009166,David Bailey,466-42-0700,44,Masters,5706 Worchester Drive,,Montgomery,36116,Y,5,Y,Rent
342,A00002041,Irene Nixon,054-57-1971,50,Masters,5208 Colorado Avenue Northwest,,Washington,20011,Y,3,Y,Mortgage
343,A00009918,Lisa Prieto,112-03-8410,63,,301 Willow Way,,Lynn Haven,32444,Y,7,Y,Own
344,A00002725,Norbert Crawford,858-53-4479,53,Bachelor,9403 Fairground Road,,Louisville,40291,Y,7,Y,Mortgage
345,A00007981,Timothy Carter,642-32-3820,36,Bachelor,26 Seaman Circle,,Manchester,6040,Y,5,Y,Rent
346,A00005141,David Lewis,501-49-2543,37,Bachelor,134 Butternut Road,,Manchester,6040,Y,6,Y,Rent
347,A00004408,Doris Mercado,805-34-8743,57,MD,8300 Dover Way,,Arvada,80005,Y,6,Y,Own
348,A00002084,Herman Decoteau,162-52-3157,50,College,4 Stemson Way,,Port Wentworth,31407,Y,6,Y,Rent
349,A00008408,Constance Platter,801-50-7857,25,High School,173 Spruce Street,#18,Manchester,6040,N,3,Y,Rent
350,A00006343,Melissa Gonzalez,347-75-1088,64,MD,1313 Paulson Way,,Nashville,37013,Y,5,Y,Rent
351,A00001157,Erin Willie,611-90-2476,28,Bachelor,1421 Floral Street Northwest,,Washington,20012,N,2,Y,Mortgage
352,A00009612,Dreama Scurry,664-60-2177,52,College,2315 Kimberly Drive,,Nashville,37214,N,2,Y,Mortgage
353,A00003521,Monica Handley,184-69-8647,44,,620 Oakland Avenue,,Fayetteville,72701,N,5,Y,Mortgage
354,A00001937,Sharon Rawlings,744-61-3397,55,Masters,14 Huntington Street,,Manchester,6040,N,6,Y,Mortgage
355,A00006480,Tonya Nutting,889-26-7246,28,MD,29 Lucian Street,,Manchester,6040,Y,7,Y,Mortgage
356,A00003794,Bradley Green,664-26-1661,39,College,1831 Frankford Avenue,,Panama City,32405,Y,3,N,Rent
357,A00007745,Ingrid Bolin,540-94-9446,45,High School,2708 Riverview Drive,,Riva,21140,Y,7,Y,Mortgage
358,A00003819,Sarah Cotto,157-58-5132,40,High School,123 Remember Baker Lane,,Hartford,5001,N,4,Y,Own
359,A00002171,Christopher Larry,197-91-5337,29,Masters,28250 Dickens Avenue,,Hayward,94544,Y,3,Y,Rent
360,A00008500,Johnnie Collazo,718-83-3519,42,Masters,8801 North 63rd Drive,,Glendale,85302,N,2,Y,Own
361,A00009345,Angeline Wright,031-54-0979,27,Bachelor,6369 West 70th Drive,,Arvada,80003,Y,7,Y,Own
362,A00000361,Dawn Rivas,815-39-1246,47,Masters,13583 West 68th Avenue,,Arvada,80004,Y,6,Y,Mortgage
363,A00006836,James Dubay,191-51-1173,30,High School,2809 Briarcliff Road,,Panama City,32405,N,2,Y,Rent
364,A00000946,Patricia Busby,270-27-0435,55,MD,1046 Dudley Avenue,,Louisville,40204,Y,2,Y,Mortgage
365,A00005678,Jean Olson,879-59-1441,28,Bachelor,3100 Gentilly Court,,Montgomery,36116,Y,5,Y,Own
366,A00000595,Lynda Carter,551-09-0202,61,Masters,2317 Fernwood Drive,,Nashville,37216,N,2,Y,Mortgage
367,A00002295,Keith Minton,644-86-1535,49,Masters,2278 North Windswept Lane,,Fayetteville,72703,N,3,Y,Own
368,A00001491,Victor Gorham,754-02-5800,32,High School,4000 Albemarle Street Northwest,,Washington,20016,Y,7,Y,Own
369,A00001993,Carol Ginsberg,490-21-8737,47,Masters,178 Old Homestead Road,,Danville,5873,Y,4,Y,Own
370,A00008645,Harriet Harbin,685-19-7592,51,Bachelor,10301 La Plaza Drive,,Louisville,40272,N,4,Y,Own
371,A00008129,Randal Klein,199-71-8475,59,High School,7024 Johnny Mercer Boulevard,,Savannah,31410,Y,5,Y,Rent
372,A00009901,Virgie Tucker,588-67-6027,28,Bachelor,5348 Main Street,,Franklin,5457,Y,3,Y,Rent
373,A00001872,Robin Crawford,081-38-3429,49,Bachelor,2325 Eastridge Circle,,Moore,73160,Y,4,Y,Rent
374,A00002669,Amanda Tusa,222-64-7919,41,Bachelor,620 Oakland Avenue,,Fayetteville,72701,N,4,Y,Rent
375,A00009611,Frances Thomas,269-01-2839,40,Bachelor,3466 Southview Avenue,,Montgomery,36111,Y,4,Y,Mortgage
376,A00004912,Christina Foster,621-63-2504,47,Bachelor,9805 Meadow Vale Drive,,Louisville,40242,N,3,Y,Own
377,A00002958,Faye Moore,040-09-4040,52,,5529 East Saddleridge Drive,,Fayetteville,72703,Y,7,Y,Mortgage
378,A00006631,David Williams,595-30-8506,60,Bachelor,6748 West San Juan Avenue,,Glendale,85303,Y,3,Y,Own
379,A00004502,Paul Pao,081-88-5422,53,College,127 Andover Drive,,Savannah,31405,Y,2,Y,Rent
380,A00008948,Evelyn Felix,401-87-8669,35,Bachelor,24 Amherst Drive,,Manchester,6042,Y,3,Y,Mortgage
381,A00001829,Nichole Hayhurst,379-40-6734,36,,2236 Susitna Drive,,Anchorage,99517,Y,6,Y,Own
382,A00007430,John Medina,071-15-7440,46,High School,65 Arcellia Drive,,Manchester,6042,N,5,Y,Rent
383,A00001261,Mario Caruso,690-10-7315,47,High School,3905 Lyceum Avenue,,Los Angeles,90066,N,3,Y,Rent
384,A00005509,Scott Phillips,888-87-0661,36,Bachelor,3500 15th Street Northeast,,Washington,20017,Y,3,Y,Own
385,A00001558,Helen Brown,874-12-9567,37,High School,18 Hamilton Street Northwest,,Washington,20011,Y,4,Y,Mortgage
386,A00008409,John Hunter,460-38-4493,30,High School,1800 East 63rd Street,,Savannah,31404,N,3,Y,Mortgage
387,A00008791,William Santiago,249-24-0310,37,,7851 Snow View Drive,,Anchorage,99507,N,7,Y,Mortgage
388,A00001037,Eric Riveroll,359-63-2782,60,Masters,3827 West Chapman Avenue,,Orange,92868,Y,7,Y,Mortgage
389,A00005419,Brandon Wilson,288-93-4145,28,High School,2577 East Wyman Road,,Fayetteville,72701,Y,3,Y,Rent
390,A00007251,Sara Callis,710-37-3591,52,Bachelor,238 Brookley Avenue Southwest,,Washington,20373,Y,6,Y,Own
391,A00004444,Dorothy Williams,862-99-5084,62,College,51035 Conifer Drive,,Soda Springs,95728,Y,6,Y,Rent
392,A00001464,Rosemary Keller,114-56-7676,48,Masters,712 Southwest 1st Street,,Moore,73160,N,5,Y,Own
393,A00001168,Robert Homan,263-31-6933,58,High School,12022 Town Park Circle,,Anchorage,99577,N,5,Y,Mortgage
394,A00005513,Jean Haught,821-06-3797,56,Bachelor,4339 Benning Road Northeast,,Washington,20019,Y,4,Y,Rent
395,A00004933,Christopher Reiber,596-49-6277,57,,14 Huntington Street,,Manchester,6040,N,6,Y,Mortgage
396,A00001361,Wanda Chappell,063-88-9400,46,Bachelor,15 Taft Street,,Quincy,2169,Y,4,Y,Mortgage
397,A00002966,Carlos Chary,333-38-3415,57,Bachelor,427 Gulf View Drive,,Panama City Beach,32413,N,3,Y,Own
398,A00001589,Ingrid Lee,714-20-6517,55,High School,17361 Baronoff Avenue,,Anchorage,99577,Y,2,Y,Mortgage
399,A00007135,Blanche Cleaver,149-14-0537,47,High School,9223 Elgin Circle,,Anchorage,99502,Y,6,Y,Own
400,A00005826,Carmen Chavez,375-67-3020,31,,154 Byrd Drive,,Panama City,32404,Y,3,Y,Rent
401,A00006409,Rex Smith,102-59-3519,50,PhD,7 Rose Dhu Lane,,Savannah,31419,Y,7,Y,Mortgage
402,A00006341,Jesse Douglas,541-71-0453,59,Bachelor,1817 Beech Street,,Louisville,40210,Y,4,Y,Own
403,A00001262,Michael Eisele,167-03-1052,43,Bachelor,2107 Elfen Glen,Apt B,Van Buren,72956,Y,5,Y,Mortgage
404,A00007820,Richard Giebner,669-27-6593,44,College,1931 Beauvoir Lake Drive,,Montgomery,36117,Y,6,Y,Mortgage
405,A00002331,Ruth Reamy,844-02-9210,58,Bachelor,404 Middle Turnpike West,,Manchester,6040,N,3,Y,Own
406,A00000164,Donald Caron,230-32-0049,42,MD,310 12th Avenue,,Santa Cruz,95062,Y,2,Y,Own
407,A00006258,Kari Evans,647-83-5521,30,Bachelor,4216 Winter Lake Drive,,Louisville,40272,Y,6,Y,Rent
408,A00002981,Christopher Zuchowski,687-09-7046,55,High School,570 Broadway,,Lynnfield,1940,N,2,Y,Mortgage
409,A00002416,Jessica Thurmer,792-44-8635,52,Bachelor,7419 West Hill Lane,,Glendale,85310,Y,5,Y,Own
410,A00008554,Melinda Scerbo,445-05-8154,61,Bachelor,87 Horseshoe Drive,,West Windsor,5037,N,3,Y,Own
411,A00009324,Harry Esquer,361-94-1906,40,High School,25800 Industrial Boulevard,V,Hayward,94545,Y,7,Y,Own
412,A00000265,Robert Flamand,797-43-1564,42,Bachelor,709 Mildred Street,,Montgomery,36104,Y,6,N,Mortgage
413,A00003486,Robert Stoute,014-68-8004,28,Bachelor,2057 Lucas Street,,Montgomery,36107,Y,7,Y,Rent
414,A00003620,Jan Huntley,265-45-7648,54,High School,928 Wright Avenue,#UNIT 505,Mountain View,94043,N,6,Y,Mortgage
415,A00006219,Jeremy Phillips,396-13-3792,47,Bachelor,2829 Cambridge Court,,Oklahoma City,73116,Y,2,Y,Rent
416,A00000862,Kathleen Joubert,490-94-5274,52,Bachelor,18 Densmore Drive,,Essex,5452,N,7,Y,Rent
417,A00005170,Kathleen Morales,603-44-4101,44,,2162 Mulberry Hill Road,,Annapolis,21409,Y,2,Y,Mortgage
418,A00008325,Shirley Cobb,048-82-5642,63,High School,5 Westlund Avenue,,Auburn,1501,Y,4,Y,Own
419,A00008078,Jerry Patterson,153-63-1963,33,Bachelor,81 Seaton Place Northwest,,Washington,20001,N,7,Y,Mortgage
420,A00000369,Meridith Hoag,350-09-4220,32,College,2355 Pearl Point,#5?,Fayetteville,72701,Y,3,Y,Own
421,A00006036,Timothy Kelso,098-78-4603,54,High School,93 Hamlin Street,,Manchester,6040,Y,3,Y,Own
422,A00009813,Joel Green,200-79-5928,56,Bachelor,1244 South 4th Street,#211,Louisville,40203,Y,4,Y,Rent
423,A00002605,Robert Tatum,714-36-1959,58,Bachelor,5601 West Missouri Avenue,#165,Glendale,85301,N,4,N,Rent
424,A00001501,Preston Chatman,324-50-2841,44,PhD,3323 Summerhill Drive,,Fayetteville,72703,Y,7,Y,Own
425,A00009851,Ian Pew,289-98-7359,54,Bachelor,77 Weaver Road,,Manchester,6042,Y,2,Y,Own
426,A00005245,Janis Seay,578-12-6488,53,High School,159 Downey Drive,A,Manchester,6040,Y,4,Y,Mortgage
427,A00007332,Mary Smith,049-77-5605,59,College,1602 East 14th Court,,Lynn Haven,32444,N,7,Y,Rent
428,A00006969,Margaret Chen,032-56-7864,33,Bachelor,2515 60th Avenue,,Oakland,94605,N,5,Y,Rent
429,A00002774,Diane Ashford,197-13-1223,29,Bachelor,28 Wayne Avenue,,Waltham,2453,Y,4,Y,Mortgage
430,A00004658,Samuel Haynes,652-65-3993,46,College,416 South University Boulevard,,Norman,73069,Y,6,Y,Rent
431,A00007883,William Root,203-18-5598,55,High School,833 50th Place Northeast,,Washington,20019,N,3,Y,Rent
432,A00000764,James Clay,327-68-7423,64,High School,30 Tanner Street,,Manchester,6042,Y,5,Y,Own
433,A00004710,Erik Hester,103-99-0195,32,College,8277 Lamar Place,,Arvada,80003,Y,6,Y,Mortgage
434,A00000274,Greg Davis,284-82-2317,58,Bachelor,2732 Humboldt Avenue,,Oakland,94602,N,2,Y,Rent
435,A00009965,Tabitha Moreno,079-90-1783,32,Bachelor,1701 18th Avenue South,,Nashville,37212,Y,6,Y,Own
436,A00000716,Isabel Imai,121-54-4804,51,College,210 Depot Street,,Woodford,5201,Y,7,Y,Mortgage
437,A00007084,Barbara Harness,727-18-2597,62,Bachelor,8351 Forest Drive,,Pasadena,21122,N,4,Y,Own
438,A00002883,Robert Desatnik,011-45-3226,41,Bachelor,112 Joyner Avenue,,Nashville,37210,Y,3,Y,Mortgage
439,A00001963,Rebecca Haney,276-07-7885,27,College,8216 West Citrus Way,,Glendale,85303,Y,3,Y,Mortgage
